no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,booking_status
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,6,23,Online,0,0,0,1,Not_Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 5,2018,2,3,Corporate,0,0,0,0,Not_Canceled
2,0,1,0,Meal Plan 1,1,Room_Type 7,2018,1,25,Complementary,0,0,0,1,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,2018,4,11,Offline,0,0,0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,9,18,Offline,0,0,0,0,Not_Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,2018,5,17,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,10,15,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,5,7,Online,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,6,24,Offline,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,6,10,Online,0,0,0,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2017,9,30,Online,0,0,0,0,Not_Canceled
2,0,2,3,Not Selected,0,Room_Type 1,2018,7,23,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,10,21,Offline,0,0,0,0,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2017,8,2,Complementary,0,0,0,1,Not_Canceled
2,0,4,10,Not Selected,0,Room_Type 1,2018,4,26,Online,0,0,0,0,Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 5,2018,9,19,Corporate,0,0,0,0,Not_Canceled
2,1,0,1,Meal Plan 1,0,Room_Type 6,2018,12,10,Complementary,1,0,8,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2017,11,6,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,2018,4,7,Offline,0,0,0,0,Not_Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 4,2018,12,27,Online,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,2018,4,28,Online,0,0,0,0,Canceled
1,0,1,1,Not Selected,0,Room_Type 1,2018,7,2,Online,0,0,0,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,11,19,Offline,0,0,0,0,Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 4,2018,11,10,Complementary,0,0,0,2,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,11,27,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,9,8,Offline,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,4,22,Offline,0,0,0,0,Canceled
2,0,1,3,Not Selected,0,Room_Type 1,2018,3,10,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,9,9,Corporate,0,0,0,0,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,2018,11,20,Offline,0,0,0,0,Not_Canceled
1,0,2,3,Meal Plan 1,0,Room_Type 1,2017,9,25,Online,0,0,0,2,Not_Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 4,2018,1,30,Online,0,0,0,2,Not_Canceled
2,0,2,5,Not Selected,0,Room_Type 1,2018,4,7,Online,0,0,0,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,8,17,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,4,22,Offline,0,0,0,0,Canceled
2,0,1,0,Not Selected,0,Room_Type 1,2018,10,30,Online,0,0,0,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,10,25,Online,0,0,0,1,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,2018,12,5,Online,0,0,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,11,6,Corporate,0,0,0,0,Not_Canceled
1,2,0,3,Meal Plan 1,0,Room_Type 1,2018,8,25,Online,0,0,0,1,Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,3,11,Online,0,0,0,0,Not_Canceled
3,0,2,0,Meal Plan 1,0,Room_Type 4,2018,5,8,Online,0,0,0,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,4,23,Offline,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,2018,5,13,Offline,0,0,0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,12,15,Offline,0,0,0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,12,5,Offline,0,0,0,0,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,2018,6,29,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,6,28,Online,0,0,0,1,Not_Canceled
2,0,2,0,Not Selected,0,Room_Type 1,2018,9,4,Online,0,0,0,0,Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,2018,6,6,Offline,0,0,0,0,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,2018,8,7,Online,0,0,0,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 2,2018,8,31,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,1,5,Offline,0,0,0,0,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,2018,10,1,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2018,9,13,Offline,0,0,0,1,Canceled
2,0,1,4,Not Selected,0,Room_Type 1,2018,4,25,Online,0,0,0,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,2018,9,2,Online,0,0,0,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,2018,2,11,Online,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,12,3,Offline,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,4,12,Online,0,0,0,0,Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,2017,7,18,Offline,0,0,0,0,Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,2017,7,1,Offline,0,0,0,0,Not_Canceled
2,0,0,3,Not Selected,1,Room_Type 1,2018,8,31,Online,0,0,0,1,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,7,12,Corporate,0,0,0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,5,1,Online,0,0,0,1,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,2018,6,20,Online,0,0,0,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,11,1,Offline,0,0,0,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 2,2017,12,24,Online,0,0,0,1,Not_Canceled
2,0,1,2,Not Selected,0,Room_Type 1,2018,4,8,Online,0,0,0,1,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,2018,11,14,Online,0,0,0,2,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,2017,9,18,Online,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2017,12,4,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,2018,10,12,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,2018,9,1,Online,0,0,0,2,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,4,23,Online,0,0,0,1,Not_Canceled
2,0,3,6,Meal Plan 1,0,Room_Type 4,2018,7,18,Online,0,0,0,1,Not_Canceled
0,2,2,2,Meal Plan 1,0,Room_Type 2,2018,2,27,Online,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,8,5,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,3,22,Online,0,0,0,0,Canceled
1,0,1,3,Meal Plan 1,0,Room_Type 5,2018,11,7,Online,0,0,0,2,Not_Canceled
2,0,2,6,Not Selected,0,Room_Type 1,2018,9,1,Online,0,0,0,0,Canceled
2,1,0,4,Meal Plan 1,0,Room_Type 1,2017,12,30,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,1,16,Online,0,0,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,3,13,Online,0,0,0,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,2018,2,15,Offline,0,0,0,0,Not_Canceled
1,2,0,1,Meal Plan 1,0,Room_Type 1,2018,7,13,Online,0,0,0,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,11,28,Corporate,0,0,0,0,Not_Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 4,2018,8,9,Offline,0,0,0,0,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 4,2018,7,30,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,2018,2,12,Online,0,0,0,1,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,5,31,Corporate,0,0,0,0,Canceled
2,0,1,3,Meal Plan 1,1,Room_Type 1,2018,6,20,Online,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,9,25,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,1,Room_Type 2,2018,6,18,Online,0,0,0,2,Canceled
2,0,1,1,Not Selected,0,Room_Type 1,2018,7,23,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,2018,9,13,Online,0,0,0,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 2,2018,10,4,Online,0,0,0,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,1,14,Online,1,11,4,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,2018,5,20,Online,0,0,0,0,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,4,17,Online,0,0,0,0,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,12,1,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,9,30,Offline,0,0,0,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,4,26,Offline,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,5,14,Offline,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,9,4,Offline,0,0,0,0,Not_Canceled
3,0,0,1,Meal Plan 1,0,Room_Type 7,2018,7,2,Online,0,0,0,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,3,17,Online,0,0,0,1,Canceled
2,1,0,1,Meal Plan 2,0,Room_Type 1,2018,8,17,Online,0,0,0,1,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,2018,5,22,Online,0,0,0,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,2018,7,23,Online,0,0,0,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,2018,3,22,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,5,3,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,1,23,Online,0,0,0,1,Not_Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 1,2018,11,12,Offline,0,0,0,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,6,8,Online,0,0,0,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,12,14,Corporate,1,0,2,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 2,2017,10,19,Offline,0,0,0,1,Not_Canceled
2,0,1,3,Meal Plan 1,1,Room_Type 1,2018,11,7,Online,0,0,0,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,2,19,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,2017,10,20,Offline,0,0,0,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,10,3,Corporate,1,0,9,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,2018,8,1,Offline,0,0,0,0,Not_Canceled
2,1,2,3,Meal Plan 1,0,Room_Type 1,2018,10,28,Online,0,0,0,2,Canceled
2,0,4,6,Not Selected,0,Room_Type 1,2018,8,13,Online,0,0,0,0,Canceled
2,0,1,3,Meal Plan 2,0,Room_Type 1,2018,3,21,Online,0,0,0,1,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,2018,7,4,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,9,24,Offline,0,0,0,0,Not_Canceled
2,1,1,3,Meal Plan 1,0,Room_Type 1,2018,7,25,Online,0,0,0,1,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,2017,7,25,Online,0,0,0,2,Canceled
3,0,1,2,Meal Plan 1,1,Room_Type 4,2018,9,5,Online,0,0,0,2,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,2,18,Offline,0,0,0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,5,12,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,12,2,Corporate,0,0,0,0,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,2018,9,5,Online,0,0,0,3,Not_Canceled
2,0,2,4,Meal Plan 2,0,Room_Type 1,2017,9,9,Offline,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,12,28,Online,0,0,0,1,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,2018,6,26,Online,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,1,Room_Type 1,2017,9,5,Online,0,0,0,2,Not_Canceled
2,1,1,3,Meal Plan 1,0,Room_Type 1,2018,12,22,Online,0,0,0,0,Not_Canceled
2,0,0,4,Not Selected,0,Room_Type 1,2018,11,1,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,15,Offline,0,0,0,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,10,25,Online,0,0,0,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,1,27,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,8,26,Online,0,0,0,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 4,2018,4,3,Online,0,0,0,0,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,9,12,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,25,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,2017,12,5,Online,0,0,0,2,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,2018,7,4,Corporate,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,15,Online,0,0,0,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,5,5,Offline,0,0,0,0,Not_Canceled
1,0,1,5,Meal Plan 1,0,Room_Type 1,2018,10,4,Offline,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,4,21,Corporate,1,0,20,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2017,9,29,Offline,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,22,Corporate,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2017,8,19,Online,0,0,0,2,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2018,6,24,Offline,0,0,0,1,Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,2018,11,19,Online,0,0,0,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,12,17,Online,0,0,0,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,11,14,Online,0,0,0,1,Not_Canceled
2,1,2,6,Meal Plan 1,0,Room_Type 1,2018,7,1,Online,0,0,0,3,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,12,5,Online,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,2018,8,5,Online,0,0,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,10,29,Offline,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2017,11,14,Corporate,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,6,8,Offline,0,0,0,0,Not_Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 4,2018,5,6,Online,0,0,0,0,Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,2018,3,25,Offline,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,11,23,Online,0,0,0,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,12,9,Online,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2017,10,20,Corporate,0,0,0,0,Not_Canceled
2,2,2,2,Meal Plan 2,0,Room_Type 6,2018,12,25,Online,0,0,0,1,Canceled
2,0,2,1,Not Selected,0,Room_Type 1,2018,5,29,Online,0,0,0,0,Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,2017,8,21,Online,0,0,0,0,Not_Canceled
2,2,1,2,Not Selected,0,Room_Type 6,2017,8,21,Online,0,0,0,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,2018,3,9,Online,0,0,0,2,Not_Canceled
2,2,0,2,Meal Plan 1,0,Room_Type 6,2018,9,13,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,2018,4,19,Online,0,0,0,1,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,2018,12,12,Corporate,1,0,1,2,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,2018,4,30,Offline,0,0,0,1,Not_Canceled
3,0,2,5,Meal Plan 1,0,Room_Type 4,2018,7,28,Online,0,0,0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,12,1,Online,0,0,0,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,7,15,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,12,16,Online,0,0,0,0,Canceled
1,0,0,4,Meal Plan 1,0,Room_Type 1,2018,4,19,Aviation,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,4,30,Online,0,0,0,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,6,30,Online,0,0,0,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,2018,6,10,Online,0,0,0,0,Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,2018,2,6,Online,0,0,0,1,Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,2017,8,22,Offline,0,0,0,0,Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,2017,7,17,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,2018,6,19,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2017,9,14,Offline,0,0,0,0,Not_Canceled
2,1,0,2,Meal Plan 1,0,Room_Type 1,2018,8,18,Online,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,8,12,Offline,0,0,0,1,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,2018,9,12,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2017,11,20,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,11,11,Online,0,0,0,0,Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,2018,10,23,Offline,0,0,0,1,Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,2018,6,5,Offline,0,0,0,0,Canceled
2,0,1,5,Meal Plan 1,0,Room_Type 1,2018,9,20,Online,0,0,0,2,Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,2018,10,5,Offline,0,0,0,0,Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,9,12,Online,0,0,0,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,2,20,Online,0,0,0,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,5,10,Online,0,0,0,0,Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,2017,9,11,Online,0,0,0,1,Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 4,2018,10,30,Aviation,0,0,0,0,Not_Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 4,2018,6,27,Online,0,0,0,0,Canceled
1,0,2,1,Meal Plan 2,0,Room_Type 1,2018,3,27,Offline,0,0,0,0,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,2018,6,13,Online,0,0,0,1,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 4,2018,7,20,Online,0,0,0,1,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,10,16,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,9,30,Online,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 4,2018,11,16,Online,0,0,0,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,7,2,Online,0,0,0,2,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,4,13,Online,0,0,0,0,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,2018,3,26,Offline,0,0,0,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,2018,3,14,Online,0,0,0,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2017,8,12,Online,0,0,0,3,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,3,14,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2017,9,22,Complementary,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,5,9,Online,0,0,0,0,Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,2018,4,6,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,12,30,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,2018,2,8,Offline,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,2,17,Offline,0,0,0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,2018,6,2,Online,0,0,0,0,Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,2018,3,5,Offline,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,9,15,Online,0,0,0,2,Not_Canceled
2,2,1,1,Meal Plan 1,1,Room_Type 6,2018,6,27,Online,0,0,0,3,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 2,2018,4,16,Online,0,0,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,2,20,Offline,0,0,0,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,3,17,Offline,0,0,0,0,Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,2018,1,2,Offline,0,0,0,0,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 6,2018,4,27,Online,0,0,0,2,Not_Canceled
2,1,2,4,Meal Plan 1,0,Room_Type 1,2018,7,23,Online,0,0,0,0,Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 4,2018,4,5,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,9,18,Offline,0,0,0,0,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,2018,5,21,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2017,9,5,Online,0,0,0,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,5,6,Online,0,0,0,2,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,10,2,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,2018,1,2,Offline,0,0,0,0,Not_Canceled
2,0,1,1,Meal Plan 1,1,Room_Type 4,2018,10,15,Online,0,0,0,1,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,1,22,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,8,14,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,2018,10,28,Online,0,0,0,0,Canceled
1,0,1,4,Meal Plan 1,0,Room_Type 1,2018,6,22,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,2,Offline,0,0,0,0,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 1,2018,7,3,Online,0,0,0,1,Not_Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,2017,11,9,Corporate,1,0,2,0,Not_Canceled
3,1,0,1,Meal Plan 1,0,Room_Type 4,2018,7,9,Online,0,0,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,2,7,Online,0,0,0,1,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,5,4,Offline,0,0,0,0,Not_Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,2018,11,20,Online,0,0,0,2,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,6,11,Offline,0,0,0,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,2018,4,30,Online,0,0,0,1,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,2018,11,2,Online,0,0,0,0,Canceled
2,0,2,1,Not Selected,1,Room_Type 1,2018,8,21,Online,0,0,0,0,Canceled
0,2,2,3,Meal Plan 1,0,Room_Type 2,2018,10,23,Online,0,0,0,3,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,9,13,Offline,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,13,Offline,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 4,2018,9,27,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2017,9,24,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,11,11,Online,0,0,0,2,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,2018,4,20,Online,0,0,0,1,Canceled
